q_valuepi0=1	p_value	UCSC_RefGene_Accession
0.011154725978726888	7.349298774140804e-05	NM_000594
0.011154725978726888	7.369645118799996e-05	NR_015448
0.011154725978726888	7.447762635313186e-05	NM_000949
0.011154725978726888	7.466645553407386e-05	NM_003255
0.011154725978726888	7.475124145924098e-05	NM_201267
0.011154725978726888	7.475124145924571e-05	NM_018534
0.011154725978726888	7.494924311114549e-05	NM_001135195
0.011154725978726888	7.665470491552932e-05	NM_020230
0.011154725978726888	7.704358928267611e-05	NM_015381
0.011154725978726888	7.707008168342122e-05	NM_181671
0.011154725978726888	7.707008168343101e-05	NM_012417
0.011154725978726888	7.856710631570801e-05	NM_002209
0.011154725978726888	7.856710631570927e-05	NM_001114380
0.011154725978726888	7.880323373910575e-05	NM_001015878
0.011154725978726888	7.880323373910575e-05	NM_001015879
0.011154725978726888	7.880323373910634e-05	NM_003160
0.011154725978726888	7.940349138303166e-05	NR_024381
0.011154725978726888	8.120259018605129e-05	NR_029891
0.011154725978726888	8.169631312023437e-05	NM_001081438
0.011154725978726888	8.169631312023612e-05	NM_006847
0.011154725978726888	8.179076141902763e-05	NM_005299
0.011154725978726888	8.24751976400145e-05	NR_026754
0.011154725978726888	8.27225862921909e-05	NM_015559
0.011154725978726888	8.402602757627205e-05	NR_024428
0.011154725978726888	8.418764726921044e-05	NM_015037
0.011154725978726888	8.433633439041816e-05	NR_024450
0.011154725978726888	8.470348981061921e-05	NM_001110199
0.011154725978726888	8.495649662201581e-05	NR_001434
0.011154725978726888	8.501882780983349e-05	NM_001736
0.011154725978726888	8.519012434202442e-05	NM_005521
0.011154725978726888	8.578565644727614e-05	NM_001142797
0.011154725978726888	8.578565644727725e-05	NM_001504
0.011154725978726888	8.826517742228042e-05	NM_152495
0.011154725978726888	8.83260100239446e-05	NM_024070
0.011154725978726888	8.860574881126408e-05	NM_001018072
0.011154725978726888	8.872110115207518e-05	NM_001082967
0.011154725978726888	8.887526432105934e-05	NM_014903
0.011154725978726888	9.267017744895517e-05	NR_004846
0.011154725978726888	9.274924656851786e-05	NR_029700
0.011154725978726888	9.275200769431988e-05	NM_001127487
0.011154725978726888	9.275200769432056e-05	NM_001458
0.011154725978726888	9.314749721044394e-05	NM_001129830
0.011154725978726888	9.314749721045042e-05	NM_001129832
0.011154725978726888	9.314749721099276e-05	NM_001129834
0.011154725978726888	9.31474972111601e-05	NM_000719
0.011154725978726888	9.314749721124748e-05	NM_001129829
0.011154725978726888	9.314749721125185e-05	NM_001129844
0.011154725978726888	9.314749721149079e-05	NM_001129841
0.011154725978726888	9.314749721150794e-05	NM_001129836
0.011154725978726888	9.314749721155466e-05	NM_001129842
0.011154725978726888	9.314749721155689e-05	NM_001129839
0.011154725978726888	9.314749721160576e-05	NM_001129833
0.011154725978726888	9.314749721160767e-05	NM_001129846
0.011154725978726888	9.31474972116886e-05	NM_001167623
0.011154725978726888	9.314749721169514e-05	NM_001129831
0.011154725978726888	9.314749721175225e-05	NM_199460
0.011154725978726888	9.314749721182118e-05	NM_001129838
0.011154725978726888	9.31474972118827e-05	NM_001129843
0.011154725978726888	9.31474972120048e-05	NM_001129835
0.011154725978726888	9.314749721202919e-05	NM_001129837
0.011154725978726888	9.314749721208468e-05	NM_001129827
0.011154725978726888	9.314749721217515e-05	NM_001129840
0.011154725978726888	9.314749721222874e-05	NM_001167624
0.011154725978726888	9.3147497212564e-05	NM_001167625
0.011154725978726888	9.366166132991892e-05	NM_181523
0.011154725978726888	9.392491833794294e-05	NM_001122636
0.011154725978726888	9.419215309583155e-05	NM_139056
0.011154725978726888	9.44569956038755e-05	NM_006426
0.011154725978726888	9.447763509987259e-05	NM_007237
0.011154725978726888	9.460447761947032e-05	NM_005408
0.011154725978726888	9.492258996339129e-05	NM_012217
0.011154725978726888	9.501356979970229e-05	NR_027253
0.011154725978726888	9.624589621932184e-05	NM_199461
0.011154725978726888	9.714206961950344e-05	NM_145236
0.011154725978726888	9.785753955980792e-05	NM_001168499
0.011154725978726888	9.834178803135726e-05	NM_004097
0.011154725978726888	9.901059290042177e-05	NM_173842
0.011154725978726888	9.924557128545502e-05	NM_001165877
0.011154725978726888	9.973466643539876e-05	NM_021032
0.011154725978726888	0.00010039355730395644	NM_198152
0.011154725978726888	0.000100582671438038	NM_032853
0.011154725978726888	0.00010162624590426336	NM_145252
0.011154725978726888	0.00010164641762019816	NM_003974
0.011154725978726888	0.00010215583185653888	NM_005041
0.011154725978726888	0.00010215583185653968	NM_001083116
0.011154725978726888	0.0001022448589638864	NR_003088
0.011154725978726888	0.00010224485896389016	NR_003087
0.011154725978726888	0.00010251615757357896	NM_020210
0.011154725978726888	0.00010367080711456606	NM_022469
0.011154725978726888	0.00010418973627428616	NR_030393
0.011154725978726888	0.00010486207195515639	NM_005554
0.011154725978726888	0.00010491682741902038	NM_001145304
0.011154725978726888	0.00010491682741902038	NM_001145305
0.011154725978726888	0.00010491682741902099	NM_025249
0.011154725978726888	0.00010501233224169618	NM_025151
0.011154725978726888	0.00010501233224169831	NM_001002814
0.011154725978726888	0.00010574770554659207	NR_002770
0.011154725978726888	0.0001057780311400476	NM_033033
0.011154725978726888	0.00010591496867506518	NM_033553
0.011154725978726888	0.00010679840651697216	NM_172314
0.011154725978726888	0.0001067984065169728	NM_022789
0.011154725978726888	0.00010747144093323838	NM_003121
0.011154725978726888	0.00010826350209257896	NM_001146157
0.011154725978726888	0.00010873737713294552	NM_201379
0.011154725978726888	0.00010962180666811757	NM_001162499
0.011154725978726888	0.00010962180666811836	NM_012298
0.011154725978726888	0.00011084023591853471	NM_001039111
0.011154725978726888	0.00011125097389310984	NM_001100817
0.011154725978726888	0.00011136836192970891	NM_018216
0.011154725978726888	0.00011181174513863414	NM_001080837
0.011154725978726888	0.00011328718123377071	NM_001135639
0.011154725978726888	0.0001135086672864541	NM_020672
0.011154725978726888	0.00011369201412271992	NM_000362
0.011154725978726888	0.00011500264404600588	NM_018059
0.011154725978726888	0.00011539700567113811	NM_012391
0.011154725978726888	0.00011544201083091665	NM_001148
0.011154725978726888	0.00011544201083091785	NM_020977
0.011154725978726888	0.00011550648361002106	NM_002332
0.011154725978726888	0.00011553308421051253	NM_001080157
0.011154725978726888	0.00011553308421052072	NM_032496
0.011154725978726888	0.00011615034584420801	NM_001128590
0.011154725978726888	0.00011615034584421101	NM_000500
0.011154725978726888	0.00011629188997496878	NM_080574
0.011154725978726888	0.00011826650012664939	NR_031740
0.011154725978726888	0.00011861437640550683	NM_001077194
0.011154725978726888	0.00011861437640550716	NM_170699
0.011154725978726888	0.00011861437640551074	NM_001077191
0.011154725978726888	0.00011918794961141548	NM_145804
0.011154725978726888	0.00012130896782261691	NM_201378
0.011154725978726888	0.00012175380413096147	NM_001009
0.011154725978726888	0.00012224544046671808	NM_201383
0.011154725978726888	0.00012341718358028822	NM_001033582
0.011154725978726888	0.00012382745477900966	NM_001048201
0.011154725978726888	0.0001239216230171549	NM_007287
0.011154725978726888	0.00012392162301715578	NM_007289
0.011154725978726888	0.0001239216230171571	NM_000902
0.011154725978726888	0.00012392162301715808	NM_007288
0.011154725978726888	0.00012432392841900739	NM_001006932
0.011154725978726888	0.00012438195707630548	NM_001142294
0.011154725978726888	0.00012460859184003722	NM_203347
0.011154725978726888	0.00012485314736158134	NM_000526
0.011154725978726888	0.00012511879721974155	NM_001004465
0.011154725978726888	0.00012538294468803453	NR_031613
0.011154725978726888	0.00012603999776066347	NM_024848
0.011154725978726888	0.0001265379979205225	NM_207320
0.011154725978726888	0.00012703742226494576	NM_013282
0.011154725978726888	0.0001280382150545899	NM_198232
0.011154725978726888	0.00012826184579847166	NM_001045557
0.011154725978726888	0.00012826184579847367	NM_001045556
0.011154725978726888	0.00012836146354867168	NM_080548
0.011154725978726888	0.0001283891206581144	NM_001085480
0.011154725978726888	0.0001301749459673003	NM_000037
0.011154725978726888	0.00013017494596730364	NM_020475
0.011154725978726888	0.000130174945967304	NM_020477
0.011154725978726888	0.000130174945967315	NM_020476
0.011154725978726888	0.0001312132608224009	NM_001080442
0.011154725978726888	0.00013161437911028527	NM_080549
0.011154725978726888	0.00013161437911028898	NM_002831
0.011154725978726888	0.00013190175036452962	NM_000678
0.011154725978726888	0.000133681986969165	NM_001001290
0.011154725978726888	0.00013369126726089448	NM_000497
0.011154725978726888	0.00013369126726089852	NM_001026213
0.011154725978726888	0.00013589480078833312	NM_138368
0.011154725978726888	0.00013719407591682167	NR_024478
0.011154725978726888	0.0001386374908694444	NM_145659
0.011154725978726888	0.00013905018362546134	NM_021226
0.011154725978726888	0.0001390701922137037	NM_001033581
0.011154725978726888	0.0001395478666202675	NM_001100595
0.011154725978726888	0.00013954786662178574	NM_182620
0.011154725978726888	0.00014009014400790618	NM_020041
0.011154725978726888	0.00014079040672863174	NM_001004341
0.011154725978726888	0.00014165605464921784	NM_004439
0.011154725978726888	0.0001416560546492405	NM_182472
0.011154725978726888	0.00014174709325275785	NM_002843
0.011154725978726888	0.00014193649544643359	NM_021135
0.011154725978726888	0.00014194818060905514	NM_001042780
0.011154725978726888	0.00014194818060905725	NM_001042781
0.011154725978726888	0.000141948180609058	NM_006757
0.011154725978726888	0.0001419481806090598	NM_001042782
0.011154725978726888	0.00014284896015649232	NM_006000
0.011154725978726888	0.00014350801468788598	NM_152380
0.011154725978726888	0.0001468114329081161	NM_002744
0.011154725978726888	0.00014837638794178832	NM_001007538
0.011154725978726888	0.00014926619095887496	NM_152744
0.011154725978726888	0.0001502664597247089	NM_001137560
0.011154725978726888	0.00015061725799275696	NR_029702
0.011154725978726888	0.0001506445673493506	NM_022119
0.011154725978726888	0.00015121177698858382	NM_001003841
0.011154725978726888	0.0001514550434432163	NM_207370
0.011154725978726888	0.00015181411956471867	NM_198491
0.011154725978726888	0.0001520786872341824	NM_052905
0.011154725978726888	0.00015368954996205602	NM_005161
0.011154725978726888	0.0001536895499620568	NR_027991
0.011154725978726888	0.00015392577309574268	NM_006035
0.011154725978726888	0.00015412920632736698	NM_000353
0.011154725978726888	0.00015438475770149668	NM_020415
0.011154725978726888	0.0001545056843640941	NM_001127325
0.011154725978726888	0.00015479554273028828	NR_027348
0.011154725978726888	0.00015597787673098955	NM_172349
0.011154725978726888	0.00015664736371689758	NM_001099289
0.011154725978726888	0.0001569771151286702	NM_145733
0.011154725978726888	0.0001569771151286725	NM_019106
0.011154725978726888	0.00015761166199701105	NM_147193
0.011154725978726888	0.0001576771791405815	NM_007174
0.011154725978726888	0.00015810718783780442	NM_001214
0.011154725978726888	0.00015954161224529986	NM_001111018
0.011154725978726888	0.00016093447888751948	NR_002754
0.011154725978726888	0.0001609344788889059	NR_002755
0.011154725978726888	0.00016107931680611472	NM_020428
0.011154725978726888	0.00016117117936057508	NM_031966
0.011154725978726888	0.00016294035426377333	NM_005959
0.011154725978726888	0.00016298978563319123	NM_005986
0.011154725978726888	0.00016307569137143668	NR_028319
0.011154725978726888	0.0001636104444540709	NM_201382
0.011154725978726888	0.00016384759589677851	NM_020932
0.011154725978726888	0.00016400716759182502	NM_015397
0.011154725978726888	0.0001645846247000279	NM_152371
0.011154725978726888	0.00016464448703030932	NM_194312
0.011154725978726888	0.00016465382693599463	NM_022455
0.011154725978726888	0.00016532964188423002	NM_170776
0.011154725978726888	0.00016631027957960022	NM_001774
0.011154725978726888	0.0001663102795796106	NM_001040031
0.011154725978726888	0.00016659539174143846	NM_001004432
0.011154725978726888	0.0001666824637900064	NM_003068
0.011154725978726888	0.00016677401952569452	NM_199454
0.011154725978726888	0.0001667740195257518	NM_022114
0.011154725978726888	0.00016774530782036023	NM_016204
0.011154725978726888	0.00016848286146706347	NM_001142334
0.011154725978726888	0.00016870603458319494	NM_170686
0.011154725978726888	0.00016913144149781556	NM_001142295
0.011154725978726888	0.00016913144175110075	NM_001142296
0.011154725978726888	0.00016913144181799668	NM_015087
0.011154725978726888	0.00017021437078858912	NM_004974
0.011154725978726888	0.0001708096654304208	NR_027272
0.011154725978726888	0.00017080966543042282	NR_024028
0.011154725978726888	0.00017091408503094562	NM_001112732
0.011154725978726888	0.00017104685935863317	NM_004443
0.011154725978726888	0.00017110384715503794	NM_201381
0.011154725978726888	0.00017162711623773896	NR_026830
0.011154725978726888	0.00017264807560245086	NM_017670
0.011154725978726888	0.00017264807560245086	NR_003089
0.011154725978726888	0.0001728931266471343	NM_001080527
0.011154725978726888	0.00017298444909036618	NM_002123
0.011154725978726888	0.00017359813297321798	NM_001134396
0.011154725978726888	0.00017359813297324503	NM_032350
0.011154725978726888	0.00017359813297326336	NM_001134395
0.011154725978726888	0.00017395258114298408	NM_001005367
0.011154725978726888	0.00017395258114299934	NM_020659
0.011154725978726888	0.00017453390928403345	NM_024110
0.011154725978726888	0.00017481099890281432	NM_031468
0.011154725978726888	0.00017517495794694952	NM_001146077
0.011154725978726888	0.0001754787810465517	NM_001144952
0.011154725978726888	0.00017559280954226384	NM_005221
0.011154725978726888	0.00017560439186527417	NM_005623
0.011154725978726888	0.00017616006519628966	NM_033225
0.011154725978726888	0.00017659206403101665	NM_021630
0.011154725978726888	0.00017709640238139842	NM_003087
0.011154725978726888	0.00017754329211553126	NM_001463
0.011154725978726888	0.0001778375133431306	NM_001855
0.011154725978726888	0.00017839779916711454	NM_002280
0.011154725978726888	0.00017988266589298718	NR_002221
0.011154725978726888	0.00018068185382957725	NR_026928
0.011154725978726888	0.00018087152774871456	NR_003350
0.011154725978726888	0.0001813332093741569	NM_024837
0.011154725978726888	0.0001832147612046828	NM_001039702
0.011154725978726888	0.0001832147612046828	NM_018324
0.011154725978726888	0.00018392912252422017	NM_012101
0.011154725978726888	0.0001843713994376581	NM_145653
0.011154725978726888	0.00018488330536198402	NM_000250
0.011154725978726888	0.00018497814707914707	NR_026567
0.011154725978726888	0.00018618895904221215	NM_017705
0.011154725978726888	0.0001865979147626725	NM_012090
0.011154725978726888	0.00018814488729079092	NM_001122679
0.011154725978726888	0.0001882355587255005	NM_033429
0.011154725978726888	0.00018823555872550995	NM_001031733
0.011154725978726888	0.00018880834770633172	NM_001114094
0.011154725978726888	0.00018880834770633264	NM_013314
0.011154725978726888	0.00018909827321111797	NM_001080156
0.011154725978726888	0.0001895941436683188	NM_003388
0.011154725978726888	0.00018959414366832356	NM_032421
0.011154725978726888	0.00018977216518128691	NM_024901
0.011154725978726888	0.00019078540431418948	NM_006280
0.011154725978726888	0.0001909545809092162	NM_001144915
0.011154725978726888	0.00019148389920437472	NM_201380
0.011154725978726888	0.00019238697515053452	NM_007131
0.011154725978726888	0.0001924195079296985	NM_004550
0.011154725978726888	0.00019327830627787683	NM_001076778
0.011154725978726888	0.00019327830627788051	NM_007177
0.011154725978726888	0.00019331588682897115	NM_001085398
0.011154725978726888	0.00019457532080300048	NM_004745
0.011154725978726888	0.00019462781699719188	NR_015367
0.011154725978726888	0.00019499372813270156	NM_207426
0.011154725978726888	0.00019501754880815712	NM_005187
0.011154725978726888	0.0001953268386904	NR_003345
0.011154725978726888	0.0001955264038954297	NR_026548
0.011154725978726888	0.00019552640389543181	NR_026547
0.011154725978726888	0.00019553061244706232	NM_006227
0.011154725978726888	0.00019553061244706235	NM_182676
0.011154725978726888	0.0001964260090328597	NM_014625
0.011154725978726888	0.00019682361343604423	NM_138495
0.011154725978726888	0.00019703120480447567	NM_139032
0.011154725978726888	0.00019703120480489135	NM_139033
0.011154725978726888	0.0001971373683600656	NM_130390
0.011154725978726888	0.00019735328348055372	NM_002749
0.011154725978726888	0.00019735328348079693	NM_139034
0.011154725978726888	0.00019761439974847242	NR_024615
0.011154725978726888	0.00019766783626356605	NM_007039
0.011154725978726888	0.0001986365787601269	NM_181775
0.011154725978726888	0.0001988047003372967	NM_024979
0.011154725978726888	0.00019890735628355424	NM_130391
0.011154725978726888	0.0001989073562835572	NM_002839
0.011154725978726888	0.00019915223306693472	NM_006678
0.011154725978726888	0.00019934383480453823	NM_001587
0.011154725978726888	0.00019934383480454254	NM_000276
0.011154725978726888	0.0001998275116446144	NM_006748
0.011154725978726888	0.00019987564862261435	NR_002140
0.011154725978726888	0.00019989954956951752	NM_005061
0.011154725978726888	0.00020110684302422199	NM_052861
0.011154725978726888	0.00020121354943916764	NM_005364
0.011154725978726888	0.00020121354943916918	NM_001166401
0.011154725978726888	0.00020121354943916918	NM_001166400
0.011154725978726888	0.00020185830051335055	NM_019113
0.011154725978726888	0.0002021652106967425	NM_176894
0.011154725978726888	0.000202292682218504	NM_207033
0.011154725978726888	0.00020229268221850488	NM_207034
0.011154725978726888	0.000202292682218507	NM_207032
0.011154725978726888	0.0002022926822185129	NM_000114
0.011154725978726888	0.00020371069533548164	NM_001135823
0.011154725978726888	0.0002037106953354857	NM_005086
0.011154725978726888	0.0002038676161845552	NM_170780
0.011154725978726888	0.00020386761618455617	NM_138806
0.011154725978726888	0.00020425214048454176	NM_080675
0.011154725978726888	0.00020441275180051416	NM_001136536
0.011154725978726888	0.0002046223986848387	NM_001166104
0.011154725978726888	0.0002046223986849403	NM_000901
0.011154725978726888	0.0002047828653155609	NM_001004334
0.011154725978726888	0.00020569897249246628	NM_017920
0.011154725978726888	0.00020569897249247032	NM_001077663
0.011154725978726888	0.00020604727811131065	NM_004254
0.011154725978726888	0.00020677601636570863	NM_001033057
0.011154725978726888	0.00020677601636580472	NM_015520
0.011154725978726888	0.00020816307609595027	NM_000857
0.011154725978726888	0.00020840463094114049	NM_207332
0.011154725978726888	0.00020871244228801904	NM_001122980
0.011154725978726888	0.00020871244228802023	NM_001122979
0.011154725978726888	0.00020871244228802319	NM_032029
0.011154725978726888	0.0002087124422880233	NM_001170631
0.011154725978726888	0.00020924062212480848	NR_031607
0.011154725978726888	0.00020955442712281935	NM_014893
0.011154725978726888	0.0002097950945301695	NM_207103
0.011154725978726888	0.00021022599506010425	NM_001007471
0.011154725978726888	0.00021030583196728647	NM_005995
0.011154725978726888	0.00021108899229114794	NM_004988
0.011154725978726888	0.00021119156120186385	NM_175882
0.011154725978726888	0.0002118197046144991	NM_156038
0.011154725978726888	0.0002118197046144991	NM_156039
0.011154725978726888	0.0002118197046145007	NM_172313
0.011154725978726888	0.00021181970461450137	NM_000760
0.011154725978726888	0.00021183531019011592	NM_001085382
0.011154725978726888	0.00021276169559379332	NM_176871
0.011154725978726888	0.00021291694082060895	NM_001528
0.011154725978726888	0.00021338578148704312	NM_001164761
0.011154725978726888	0.00021382162964916134	NM_000033
0.011154725978726888	0.0002146099681458145	NM_017422
0.011154725978726888	0.00021549597782603077	NM_139155
0.011154725978726888	0.0002154959778260333	NM_080722
0.011154725978726888	0.00021563451951107237	NM_001164762
0.011154725978726888	0.00021570081784049995	NM_018051
0.011154725978726888	0.0002157813029067918	NM_002735
0.011154725978726888	0.00021592412948984304	NR_028318
0.011154725978726888	0.00021676333456715282	NR_027252
0.011154725978726888	0.00021764509787632532	NM_006019
0.011154725978726888	0.00021907069158822468	NM_080833
0.011154725978726888	0.00022010661921766957	NM_002508
0.011154725978726888	0.0002203263629775371	NM_198042
0.011154725978726888	0.00022044630340566182	NM_033199
0.011154725978726888	0.0002215747695335989	NM_130440
0.011154725978726888	0.00022157476953359938	NM_002840
0.011154725978726888	0.00022170922309395732	NM_206925
0.011154725978726888	0.000221709223093959	NM_001218
0.011154725978726888	0.00022309181934327543	NM_007003
0.011154725978726888	0.00022311300279293276	NM_001161359
0.011154725978726888	0.00022311300279293276	NM_015122
0.011154725978726888	0.0002231574108557373	NM_001098503
0.011154725978726888	0.0002232944620367059	NM_005658
0.011154725978726888	0.00022458617060372901	NR_027498
0.011154725978726888	0.0002247328336048101	NM_001001395
0.011154725978726888	0.00022475444032793486	NM_021098
0.011154725978726888	0.00022475444032796826	NM_001005407
0.011154725978726888	0.00022531240519134966	NM_001376
0.011154725978726888	0.00022533868271779083	NM_033025
0.011154725978726888	0.0002257575176115001	NM_145652
0.011154725978726888	0.0002260845729475889	NM_001999
0.011154725978726888	0.0002261983379205248	NM_178438
0.011154725978726888	0.0002262789779018241	NM_145305
0.011154725978726888	0.00022640746312583253	NM_004742
0.011154725978726888	0.00022664553890563863	NR_024046
0.011154725978726888	0.00022679970188855297	NM_024007
0.011154725978726888	0.0002268798087203101	NM_006288
0.011154725978726888	0.00022755609210898457	NM_016333
0.011154725978726888	0.00022812225383466407	NM_002074
