GSM1986071	-2406.978658612973
GSM1986075	-2748.287103830611
GSM1986080	-920.3673792489825
GSM1986081	-1736.48510557319
GSM1986082	-3177.663739361944
GSM1986087	-526.8574773195368
GSM1986088	-1573.1617373053848
GSM1986089	-559.9814809325771
GSM1986091	-594.3481928683019
GSM1986093	-1000.2677243982533
GSM1986094	-4117.457105269443
GSM1986095	-1442.8610691655592
GSM1986096	-3116.314643514364
GSM1986097	-1559.7937987341938
GSM1986098	-2128.974653359831
GSM1986100	-1043.5700969260542
GSM1986102	-1128.1008467622626
GSM1986109	-1745.8825146358306
GSM1986110	-1256.7770634463225
GSM1986112	-496.33326428393576
GSM1986116	-589.3251262682948
GSM1986117	-2694.6980658706675
GSM1986118	-1094.335763081781
GSM1986119	-1669.1833277079131
GSM1986122	-535.6395172516978
GSM1986123	-2150.0181935053934
GSM1986124	-1331.1548533622815
GSM1986126	-2678.7382104916883
GSM1986127	-2236.870971050532
GSM1986131	-3051.886815039781
GSM1986132	-542.7296902171536
GSM1986133	-991.2289949524202
GSM1986136	-2204.0715795528267
GSM1986137	-2312.0080601805203
GSM1986140	-1444.0581406939652
GSM1986142	-572.2431279429795
GSM1986144	-3708.018816342684
GSM1986069	-868.5977165537457
GSM1986070	-909.9986665593214
GSM1986072	-737.9051101367618
GSM1986073	-786.2295909191033
GSM1986074	-3698.0852347307996
GSM1986076	-691.8202097667131
GSM1986077	-1006.0193839232775
GSM1986078	-779.8955743132983
GSM1986079	-848.6810691306513
GSM1986083	-778.7200036144066
GSM1986084	-747.6427813339178
GSM1986085	-637.0844738484823
GSM1986086	-984.8701727785987
GSM1986090	-738.0814642614065
GSM1986092	-1343.4246226952748
GSM1986099	-3828.634676559452
GSM1986101	-1104.6982803028068
GSM1986103	-972.341389476772
GSM1986104	-1369.1445730332232
GSM1986105	-888.9022955087933
GSM1986106	-3852.771764875022
GSM1986107	-796.145419165201
GSM1986108	-1242.7251282530322
GSM1986111	-685.8321753895424
GSM1986113	-1358.8326785072688
GSM1986114	-644.2990457712692
GSM1986115	-715.8852659832852
GSM1986120	-743.2815242549657
GSM1986121	-647.6533519368761
GSM1986125	-560.1721045042963
GSM1986128	-3654.71515123911
GSM1986129	-764.3437444730389
GSM1986130	-816.0893618992989
GSM1986134	-656.5268123018475
GSM1986135	-617.3565393542457
GSM1986138	-819.7280267785936
GSM1986139	-1094.4690710199673
GSM1986141	-655.4434055212729
GSM1986143	-557.0054556063468
GSM1986145	-702.0568054418721
