q_value	p_value	UCSC_RefGene_Accession
0.832397451719608	2.7061937826829545e-05	NM_001101401
0.8407726362392302	0.00011289661074028884	NR_031654
0.8407726362392302	0.0002982915453039514	NM_001136217
0.8407726362392302	0.00030910760030140123	NM_001136216
0.8407726362392302	0.0003461943958223257	NM_001102560
0.8407726362392302	0.00034644030158897444	NM_032483
0.8407726362392302	0.0003613384598515237	NM_001102559
0.8407726362392302	0.0004649511960525338	NM_022045
0.8407726362392302	0.000468222203260319	NM_207303
0.8407726362392302	0.0005029940194927276	NM_001031804
0.8407726362392302	0.0005081847765433953	NM_005360
0.8407726362392302	0.0005620380859625325	NM_023037
0.8407726362392302	0.000591566127087872	NM_001136218
0.8407726362392302	0.0006409356522495706	NM_001321
0.8407726362392302	0.000658225695422685	NM_005642
0.8407726362392302	0.0006590867590442355	NM_018022
0.8407726362392302	0.0006729026006194602	NM_024838
0.8407726362392302	0.0006867037200963482	NM_001130726
0.8407726362392302	0.0007136364124921726	NM_145063
0.8407726362392302	0.0007299210294499735	NM_145010
0.8407726362392302	0.0007363351275584229	NM_207419
0.8407726362392302	0.0008736649351389362	NM_014225
0.8407726362392302	0.0009471941602347704	NM_001080411
0.8407726362392302	0.0009739318403623405	NM_178238
0.8407726362392302	0.0009820460438243485	NM_001990
0.8407726362392302	0.0010225540143104072	NM_015092
0.8407726362392302	0.0010550145976764645	NM_015419
0.8407726362392302	0.0010884647759396827	NM_018075
0.8407726362392302	0.0010958096654866182	NM_005415
0.8407726362392302	0.0011077668837965312	NM_001942
0.8407726362392302	0.0011568710978314876	NM_133263
0.8407726362392302	0.0011599555059273873	NM_018071
0.8407726362392302	0.0011958520871999012	NM_005723
0.8407726362392302	0.0012748428843938552	NM_015135
0.8407726362392302	0.0013002141033697475	NM_199321
0.8407726362392302	0.0013002141033697477	NM_198844
0.8407726362392302	0.001304450988160179	NM_004608
0.8407726362392302	0.0013181865073663747	NM_001171171
0.8407726362392302	0.0013310207772646388	NM_003184
0.8407726362392302	0.0014040639147124567	NM_018943
0.8407726362392302	0.0015618808977052728	NM_014078
0.8407726362392302	0.0015691682271740902	NM_004626
0.8407726362392302	0.001652432254343683	NM_020678
0.8407726362392302	0.0016815643721598452	NR_027266
0.8407726362392302	0.001707838022404987	NM_012232
0.8407726362392302	0.001768503244895923	NM_001170670
0.8407726362392302	0.0018265217924765865	NM_017953
0.8407726362392302	0.001853221135339817	NM_172174
0.8407726362392302	0.0019160635456752354	NM_001146197
0.8407726362392302	0.001924092304092558	NM_178354
0.8407726362392302	0.001954608815259518	NR_003186
0.8407726362392302	0.0020369858978106056	NM_000585
0.8407726362392302	0.0020371546493142298	NM_001145553
0.8407726362392302	0.002209443402611756	NM_032491
0.8407726362392302	0.0022212811926238638	NM_004105
0.8407726362392302	0.0022518480639692616	NM_052875
0.8407726362392302	0.0022653319578646667	NR_003016
0.8407726362392302	0.00227347670937922	NM_001161331
0.8407726362392302	0.0022763691767034157	NR_024031
0.8407726362392302	0.0022832086428364665	NM_005602
0.8407726362392302	0.0022940024189771896	NR_027762
0.8407726362392302	0.002302425045430749	NM_015014
0.8407726362392302	0.0023494467060690086	NM_001045476
0.8407726362392302	0.0024106315451068523	NM_004125
0.8407726362392302	0.0024485605127424087	NM_002600
0.8407726362392302	0.002452916434011503	NR_003655
0.8407726362392302	0.00250146107478167	NM_152338
0.8407726362392302	0.002560020252951571	NM_033102
0.8407726362392302	0.002595271044532044	NM_003851
0.8407726362392302	0.002597630493960156	NR_004855
0.8407726362392302	0.0026107780341532655	NM_006996
0.8407726362392302	0.0026317940282258464	NM_001846
0.8407726362392302	0.0026615517862956096	NM_000137
0.8407726362392302	0.002670527330413127	NM_001009616
0.8407726362392302	0.0026860298119923496	NM_001037341
0.8407726362392302	0.002689093070495878	NM_001144931
0.8407726362392302	0.002689913140349329	NM_152903
0.8407726362392302	0.002711870608518497	NM_178456
0.8407726362392302	0.0027277993096146112	NM_003897
0.8407726362392302	0.0027361127911778994	NM_203418
0.8407726362392302	0.002800125107872682	NM_006886
0.8407726362392302	0.0028263803558565975	NM_001001977
0.8407726362392302	0.0029757349774200462	NM_014315
0.8407726362392302	0.0030416053263206694	NM_002342
0.8407726362392302	0.0030667469356214557	NM_031292
0.8407726362392302	0.0031492834516743387	NM_001098614
0.8407726362392302	0.0031630375232978222	NM_001098615
0.8407726362392302	0.0031822626653033224	NM_018699
0.8407726362392302	0.003284634870520205	NM_018960
0.8407726362392302	0.0034042980991822827	NM_001111307
0.8407726362392302	0.0035029358869865606	NM_001135170
0.8407726362392302	0.0035085308219499627	NM_001161533
0.8407726362392302	0.0035593159103009865	NM_003353
0.8407726362392302	0.003566368696989901	NM_001077197
0.8407726362392302	0.0035932480792583853	NM_014905
0.8407726362392302	0.0037481702363699266	NM_032095
0.8407726362392302	0.0037667784550525925	NM_024070
0.8407726362392302	0.0038005290482769146	NM_212472
0.8407726362392302	0.0038006883466701912	NM_212471
0.8407726362392302	0.0038011479506792722	NM_002734
0.8407726362392302	0.003801744015342445	NR_031725
0.8407726362392302	0.003844630131361088	NM_033274
0.8407726362392302	0.003889515296232687	NM_004064
0.8407726362392302	0.0038941879519540914	NR_031578
0.8407726362392302	0.00401869270064588	NR_030639
0.8407726362392302	0.004018692700645888	NR_030638
0.8407726362392302	0.0040655205272680265	NM_001129731
0.8407726362392302	0.004073155080144879	NM_001129729
0.8407726362392302	0.004232996961465806	NM_001017440
0.8407726362392302	0.004345042432294635	NM_207581
0.8407726362392302	0.00435551868454023	NM_006322
0.8407726362392302	0.004409090256369798	NM_003702
0.8407726362392302	0.004413663105324583	NR_003331
0.8407726362392302	0.004450647022576633	NM_013304
0.8407726362392302	0.004504814590364945	NM_203330
0.8407726362392302	0.004521759923309298	NM_000611
0.8407726362392302	0.004527037645007885	NM_203331
0.8407726362392302	0.0045271113332967855	NR_031611
0.8407726362392302	0.004557748289027867	NM_203329
0.8407726362392302	0.00455918625909494	NM_001037340
0.8407726362392302	0.00457471808228187	NM_173463
0.8407726362392302	0.004600082498115952	NM_198397
0.8407726362392302	0.004636580156075698	NM_006593
0.8407726362392302	0.004668058432074977	NM_001005731
0.8407726362392302	0.004717080095935194	NM_002053
0.8407726362392302	0.004776529470540873	NM_000213
0.8407726362392302	0.004780799955293433	NM_001080454
0.8407726362392302	0.004822664417600915	NM_001039936
0.8407726362392302	0.004863500417523661	NM_001001710
0.8407726362392302	0.004866453588360224	NM_194456
0.8407726362392302	0.004879923305565668	NR_024014
0.8407726362392302	0.004904729736027875	NM_001145841
0.8407726362392302	0.004905849283056898	NM_024050
0.8407726362392302	0.004930344895808316	NM_199171
0.8407726362392302	0.004946735262956443	NM_198088
0.8407726362392302	0.004960203632511234	NM_001013406
0.8407726362392302	0.004962146592529324	NM_198087
0.8407726362392302	0.004971684801340703	NM_003454
0.8407726362392302	0.004977694940144258	NM_001145446
0.8407726362392302	0.004981735128320738	NM_003298
0.8407726362392302	0.004989835806503632	NM_203486
0.8407726362392302	0.004995458680570738	NM_004360
0.8407726362392302	0.005014351863314191	NM_004912
0.8407726362392302	0.0050181730781697995	NM_001145447
0.8407726362392302	0.005020612165748314	NR_002916
0.8407726362392302	0.00502602386530934	NM_002314
0.8407726362392302	0.005026695440340409	NM_001145448
0.8407726362392302	0.005038796910676017	NM_194455
0.8407726362392302	0.005040819691580023	NM_016941
0.8407726362392302	0.005043167780163906	NM_194454
0.8407726362392302	0.005087149081380947	NM_024046
0.8407726362392302	0.005093660067510325	NM_014238
0.8407726362392302	0.0050950606308483035	NM_005803
0.8407726362392302	0.005101610761492632	NR_003367
0.8407726362392302	0.005102685076070198	NM_194255
0.8407726362392302	0.0051182807482901445	NM_031468
0.8407726362392302	0.005147763809534299	NR_027267
0.8407726362392302	0.005155091667165654	NR_002769
0.8407726362392302	0.005160294264259075	NM_001146684
0.8407726362392302	0.005161200879838718	NM_080651
0.8407726362392302	0.00526601517925542	NM_001129727
0.8407726362392302	0.005287316470430643	NM_152591
0.8407726362392302	0.005302853547496872	NM_004106
0.8407726362392302	0.0053370891922748355	NM_001129728
0.8407726362392302	0.005356532015127946	NM_022406
0.8407726362392302	0.0053594247643094384	NR_024421
0.8407726362392302	0.005377056862845247	NM_198946
0.8407726362392302	0.005379092221350575	NM_003401
0.8407726362392302	0.005384883512337324	NM_001131010
0.8407726362392302	0.005387287829382715	NM_001730
0.8407726362392302	0.005389429752094235	NM_024570
0.8407726362392302	0.005405341760310495	NM_015004
0.8407726362392302	0.005454101850399243	NR_031662
0.8407726362392302	0.005486420233538913	NM_019900
0.8407726362392302	0.005504897047569538	NM_018051
0.8407726362392302	0.005528195301110148	NM_004996
0.8407726362392302	0.005560529526921255	NM_001030013
0.8407726362392302	0.0055798221824605145	NM_002334
0.8407726362392302	0.005601537866567032	NR_002140
0.8407726362392302	0.005612934710978461	NM_001004304
0.8407726362392302	0.00564646017763138	NM_033286
0.8407726362392302	0.005647222079080003	NM_001142761
0.8407726362392302	0.005650177804203139	NM_002659
0.8407726362392302	0.005651858503539378	NM_001005376
0.8407726362392302	0.005655563502828323	NM_001142762
0.8407726362392302	0.0056640855318991976	NM_001005377
